Status,Name,Date,Key,Contents
Hurricane,Gustav,2008-08-30T10:00:00Z,AL072008,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
600 AM EDT SAT AUG 30 2008


DATA FROM AN AIR FORCE RECONNAISSANCE AIRCRAFT INDICATE THAT
GUSTAV CONTINUES TO RAPIDLY STRENGTHEN AND NOW HAS MAXIMUM WINDS
NEAR 115 MPH...185 KM/HR WITH HIGHER GUSTS.  THIS MAKES GUSTAV A
DANGEROUS CATEGORY THREE HURRICANE ON THE SAFFIR-SIMPSON HURRICANE
SCALE...THE SECOND MAJOR HURRICANE OF THE 2008 ATLANTIC HURRICANE
SEASON.  

$$
FORECASTER BLAKE/AVILA
 
NNNN

"
Hurricane,Gustav,2008-08-30T17:20:00Z,AL072008,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE GUSTAV TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072008
120 PM EDT SAT AUG 30 2008


DATA FROM AN AIR FORCE RECONNAISSANCE AIRCRAFT INDICATE THAT
GUSTAV HAS CONTINUED TO STRENGTHEN AND NOW HAS MAXIMUM WINDS
NEAR 145 MPH...230 KM/HR WITH HIGHER GUSTS.  THIS MAKES GUSTAV AN
EXTREMELY DANGEROUS CATEGORY FOUR HURRICANE ON THE SAFFIR-SIMPSON
HURRICANE SCALE.  A SPECIAL ADVISORY WILL BE ISSUED AT ABOUT 200 PM
EDT TO MODIFY THE INITIAL AND FORECAST INTENSITIES.  THE SPECIAL
PUBLIC ADVISORY WILL TAKE THE PLACE OF THE INTERMEDIATE PUBLIC
ADVISORY PREVIOUSLY SCHEDULED FOR THAT TIME.

$$
FORECASTER KNABB
 
NNNN

"
Tropical Storm,Hanna,2008-09-06T07:40:00Z,AL082008,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM HANNA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL082008
340 AM EDT SAT SEP 06 2008


NATIONAL WEATHER SERVICE RADAR DATA INDICATE THAT THE CENTER OF
TROPICAL STORM HANNA MADE LANDFALL NEAR THE BORDER BETWEEN SOUTH
CAROLINA AND NORTH CAROLINA AT ABOUT 320 AM EDT.
 
$$
FORECASTER KNABB
 
 
NNNN
"
Hurricane,Ike,2008-09-05T18:00:00Z,AL092008,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE IKE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL092008
200 PM AST FRI SEP 05 2008


AT 2 PM AST...1800 UTC...THE GOVERNMENT OF THE BAHAMAS HAS ISSUED A
HURRICANE WATCH FOR THE SOUTHEASTERN BAHAMAS...INCLUDING THE
ACKLINS...CROOKED ISLAND...THE INAGUAS...MAYAGUANA...AND THE RAGGED
ISLANDS...AS WELL AS FOR THE TURKS AND CAICOS ISLANDS.


NO OTHER CHANGES ARE REQUIRED FROM THE 1100 AM ADVISORY.  
 
$$
FORECASTER BLAKE/BEVEN
 
 
NNNN
"
Hurricane,Ike,2008-09-08T01:50:00Z,AL092008,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE IKE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL092008
950 PM EDT SUN SEP 07 2008

...IKE MAKES LANDFALL IN EASTERN CUBA...

THE EYE OF HURRICANE IKE MADE LANDFALL ON THE NORTH COAST OF EASTERN
CUBA IN THE PROVINCE OF HOLGUIN...NEAR PUNTO DE SAMA AROUND 0945 PM
EDT...0145 UTC.  MAXIMUM WINDS AT LANDFALL WERE ESTIMATED TO BE 125
MPH...205 KM/HR.
 
$$
FORECASTER PASCH/KIMBERLAIN
 
NNNN
"
Hurricane,Ike,2008-09-13T07:30:00Z,AL092008,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE IKE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL092008
230 AM CDT SAT SEP 13 2008

...IKE MAKES LANDFALL AT GALVESTON...

RADAR DATA AND SURFACE OBSERVATIONS INDICATE THAT THE CENTER OF IKE
MADE LANDFALL AT GALVESTON TEXAS AT ABOUT 210 AM CDT.

 
$$
FORECASTER BEVEN/RHOME
 
NNNN
"
Hurricane,Paloma,2008-11-08T10:08:00Z,AL172008,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE PALOMA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL172008
508 AM EST SAT NOV 08 2008
SHORTLY BEFORE 500 AM EST...DATA FROM AN AIR FORCE RESERVE HURRICANE
HUNTER AIRCRAFT INDICATED THAT MAXIMUM SUSTAINED WINDS IN HURRICANE
PALOMA HAVE INCREASED TO 135 MPH...215 KM/HR.  PALOMA IS NOW AN
EXTREMELY DANGEROUS CATEGORY FOUR HURRICANE ON THE SAFFIR-SIMPSON
SCALE.

DETAILS WILL FOLLOW IN A SPECIAL ADVISORY TO BE ISSUED SHORTLY.
 
$$
FORECASTER BEVEN/BRENNAN
 
 
NNNN

"
Hurricane,Paloma,2008-11-08T23:20:00Z,AL172008,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE PALOMA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL172008
620 PM EST SAT NOV 08 2008

AT APPROXIMATELY 620 PM EST...2320 UTC...HIGH-RESOLUTION GOES
SATELLITE DATA AND A RECENT POSITION FIX FROM AN AIR FORCE RESERVE
UNIT HURRICANE HUNTER AIRCRAFT...PLUS SURFACE OBSERVATIONS AND
RADAR DATA FROM CUBA...INDICATE THAT MAJOR HURRICANE PALOMA LIKELY
MADE LANDFALL NEAR SANTA CRUZ DEL SUR CUBA AS A STRONG CATEGORY 3
HURRICANE WITH MAXIMUM SUSTAINED WINDS NEAR 125 MPH...200 KM/HR. 

$$
FORECASTER STEWART
 
 
NNNN

"
Tropical Storm,Julio,2008-08-23T21:05:00Z,EP112008,"
ZCZC MIATCUEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM JULIO TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   EP112008
205 PM PDT SAT AUG 23 2008
A RECENT SHIP OBSERVATION RECEIVED JUST AFTER THE ADVISORY PACKAGE
WAS TRANSMITTED INDICATES THAT TROPICAL DEPRESSION ELEVEN-E HAS
STRENGTHENED INTO TROPICAL STORM JULIO.  MAXIMUM WINDS ARE 40
MPH...65 KM/HR AND THE ESTIMATED MINIMUM PRESSURE IS 1005
MB...29.68 INCHES OF MERCURY.  NO CHANGE TO THE FORECAST INTENSITY
OR TRACK IS NECESSARY.
 
$$
FORECASTER BLAKE/AVILA
 
NNNN
"
Hurricane,Norbert,2008-10-11T16:55:00Z,EP152008,"
ZCZC MIATCUEP5 ALL
TTAA00 KNHC DDHHMM
HURRICANE NORBERT TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   EP152008
955 AM PDT SAT OCT 11 2008


SATELLITE IMAGERY INDICATES THAT THE CENTER OF HURRICANE NORBERT
MADE LANDFALL NEAR PUERTO CHARLEY ON THE SOUTHWEST COAST OF BAJA 
CALIFORNIA AROUND 930 AM PDT...1630 UTC...WITH ESTIMATED MAXIMUM
WINDS OF 105 MPH...OR CATEGORY TWO STRENGTH ON THE SAFFIR-SIMPSON
HURRICANE SCALE.  PUERTO CHARLEY IS LOCATED BETWEEN SANTA FE AND
BAHIA MAGDALENA.

$$
FORECASTER BROWN/AVILA
 
 
NNNN
"
Tropical Storm,Ana,2009-08-16T15:00:00Z,AL022009,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM ANA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL022009
1100 AM AST SUN AUG 16 2009
AT 1100 AM AST...1500 UTC...A TROPICAL STORM WATCH IS IN EFFECT FOR
GUADELOUPE...ST. MARTIN...AND ST. BARTHELEMEY.  A TROPICAL STORM
WATCH MEANS THAT TROPICAL STORM CONDITIONS ARE POSSIBLE WITHIN THE
WATCH AREA...GENERALLY WITHIN 36 HOURS.

$$
FORECASTER BRENNAN
 
 
NNNN
"
Hurricane,Bill,2009-08-19T00:30:00Z,AL032009,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
HURRICANE BILL TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL032009
830 PM AST TUE AUG 18 2009

...BILL BECOMES A MAJOR HURRICANE...

REPORTS FROM A NOAA HURRICANE HUNTER PLANE INDICATE THAT BILL HAS
STRENGTHENED AND MAXIMUM SUSTAINED WINDS HAVE INCREASED TO NEAR 125
MPH...205 KM/HR.  BILL A CATEGORY 3 HURRICANE ON THE SAFFIR/SIMPSON
HURRICANE SCALE. A COMPLETE ADVISORY WILL BE ISSUED BY THE NATIONAL
HURRICANE CENTER AT 11 PM AST.

KIMBERLAIN/PASCH
 
NNNN
"
Hurricane,Bill,2009-08-23T21:25:00Z,AL032009,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
HURRICANE BILL TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL032009
525 PM AST SUN AUG 23 2009

...NUMEROUS CHANGES TO WATCHES AND WARNINGS FOR ATLANTIC CANADA...

AT 500 PM AST...2100 UTC...ENVIRONMENT CANADA HAS MADE THE FOLLOWING
MODIFICATIONS TO WATCHES AND WARNINGS FOR HURRICANE BILL.

FOR NOVA SCOTIA...

A TROPICAL STORM WARNING HAS BEEN ISSUED FOR THE NORTHERN COAST FROM
LISMORE TO BRULE. THE TROPICAL STORM WARNING FROM HUBBARDS TO ECUM
SECUM HAS BEEN DISCONTINUED. A TROPICAL STORM WARNING IS NOW IN
EFFECT FROM ECUM SECUM TO BRULE.

A TROPICAL STORM WATCH HAS BEEN ISSUED FOR THE NORTHERN COAST FROM
BRULE TO MALAGASH. THE TROPICAL STORM WATCH FROM AVONPORT TO FIVE
ISLANDS HAS BEEN DISCONTINUED. A TROPICAL STORM WATCH IS NOW IN
EFFECT FROM BRULE TO MALAGASH.

THE HURRICANE WATCH FROM ECUM SECUM TO POINT TUPPER HAS BEEN
DISCONTINUED. 

FOR PRINCE EDWARD ISLAND...

A TROPICAL STORM WARNING HAS BEEN ISSUED FROM SAVAGE HARBOUR TO WOOD
ISLANDS EAST. A TROPICAL STORM WATCH REMAINS IN EFFECT FROM
VICTORIA TO WOOD ISLANDS EAST AND FROM SAVAGE HARBOUR TO LOWER
DARNLEY. 

FOR NEWFOUNDLAND...

A TROPICAL STORM WARNING HAS BEEN ISSUED FROM BURGEO TO STONES COVE
AND FROM BONAVISTA TO FOGO ISLAND. A TROPICAL STORM WARNING IS NOW
IN EFFECT FROM BURGEO EASTWARD AROUND THE AVALON PENINSULA AND
NORTHWARD TO FOGO ISLAND. 

A TROPICAL STORM WATCH REMAINS IN EFFECT FROM PARSONS POND TO BURGEO
ON THE WEST AND SOUTH COAST AND FROM FOGO ISLAND TO HARBOUR DEEP ON
THE NORTHEAST COAST. 

FORECASTER BRENNAN/BERG
 
NNNN
"
Tropical Storm,Claudette,2009-08-16T15:00:00Z,AL042009,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM CLAUDETTE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042009
1100 AM EDT SUN AUG 16 2009
 

...DEPRESSION BECOMES TROPICAL STORM CLAUDETTE...

DATA FROM THE NOAA DOPPLER RADAR IN TALLAHASSEE FLORIDA INDICATE
THAT SURFACE WINDS ASSOCIATED WITH THE DEPRESSION HAVE INCREASED TO
40 MPH...65 KM/HR...MAKING THE DEPRESSION TROPICAL STORM CLAUDETTE.
DETAILS WILL FOLLOW IN THE 2 PM EDT INTERMEDIATE ADVISORY.

$$
FORECASTER ROBERTS/BRENNAN
 
 
NNNN
"
Tropical Storm,Claudette,2009-08-16T16:15:00Z,AL042009,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM CCA
TROPICAL STORM CLAUDETTE TROPICAL CYCLONE UPDATE...CORRECTED
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042009
1215 PM EDT SUN AUG 16 2009
 

CORRECTED FOR ISSUANCE TIME

...DEPRESSION BECOMES TROPICAL STORM CLAUDETTE...

DATA FROM THE NOAA DOPPLER RADAR IN TALLAHASSEE FLORIDA INDICATE
THAT SURFACE WINDS ASSOCIATED WITH THE DEPRESSION HAVE INCREASED TO
40 MPH...65 KM/HR...MAKING THE DEPRESSION TROPICAL STORM CLAUDETTE.
DETAILS WILL FOLLOW IN THE 2 PM EDT INTERMEDIATE ADVISORY.

$$
FORECASTER ROBERTS/BRENNAN
 
 
NNNN
"
Tropical Storm,Claudette,2009-08-17T17:25:00Z,AL042009,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM CLAUDETTE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL042009
1225 AM CDT MON AUG 17 2009
 
NATIONAL WEATHER SERVICE DOPPLER RADAR DATA INDICATE THAT THE CENTER
OF TROPICAL STORM CLAUDETTE MADE LANDFALL NEAR THE EASTERN END OF
SANTA ROSA ISLAND...JUST SOUTHEAST OF FORT WALTON BEACH FLORIDA
AROUND 1210 AM CDT...0510 UTC. 

$$
FORECASTER BROWN
 
 
NNNN
"
Tropical Storm,Ida,2009-11-04T22:30:00Z,AL112009,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM IDA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL112009
530 PM EST WED NOV 04 2009
...IDA A LITTLE STRONGER...HURRICANE WATCH ISSUED...

AT 530 PM EST...2230 UTC...THE GOVERNMENT OF NICARAGUA HAS ISSUED A
HURRICANE WATCH FOR THE EASTERN COAST OF NICARAGUA FROM BLUEFIELDS
NORTHWARD TO THE HONDURAS/NICARAGUA BORDER.  A TROPICAL STORM
WARNING REMAINS IN EFFECT FOR THE ENTIRE EASTERN COAST OF NICARAGUA
AND FOR THE ISLANDS OF SAN ANDRES AND PROVIDENCIA.

REPORTS FROM AN AIR FORCE RESERVE RECONNAISSANCE PLANE INVESTIGATING
IDA INDICATE THAT THE MAXIMUM SUSTAINED WINDS HAVE INCREASED TO
NEAR 65 MPH...100 KM/HR.

FORECASTER PASCH/ROBERTS
 
NNNN
"
Tropical Storm,Ida,2009-11-07T06:30:00Z,AL112009,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM IDA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL112009
130 AM EST SAT NOV 7 2009

...IDA REGAINS TROPICAL STORM STATUS...

RECENTLY RECEIVED GEOSTATIONARY SATELLITE IMAGERY INDICATES THAT IDA
HAS REGAINED TROPICAL STORM STATUS WITH MAXIMUM SUSTAINED WINDS OF 
NEAR 40 MPH...65 KM/HR. 

FORECASTER BRENNAN
 
NNNN
"
Hurricane,Ida,2009-11-08T04:15:00Z,AL112009,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
HURRICANE IDA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL112009
1115 PM EST SAT NOV 7 2009

...IDA REACHES HURRICANE INTENSITY...

DATA FROM NOAA BUOY 42056...LOCATED IN THE NORTHWESTERN CARIBBEAN
SEA ABOUT 120 MILES...195 KM...EAST-SOUTHEAST OF COZUMEL MEXICO...
RECENTLY REPORTED A 1-MINUTE SUSTAINED WIND OF 74 MPH...119 KM/HR. 
THIS INDICATES THAT IDA HAS ONCE AGAIN REACHED HURRICANE STATUS...
WITH MAXIMUM SUSTAINED WINDS OF AROUND 75 MPH...120 KM/HR.  

AN AIR FORCE RESERVE HURRICANE HUNTER AIRCRAFT IS CURRENTLY
APPROACHING IDA AND WILL PROVIDE ADDITIONAL INFORMATION ON THE
INTENSITY AND STRUCTURE OF THE HURRICANE IN THE NEXT FEW HOURS.

FORECASTER BRENNAN/KIMBERLAIN
 
NNNN"
Tropical Storm,Jimena,2009-08-29T12:18:00Z,EP132009,"
ZCZC MIATCUEP3 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM JIMENA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   EP132009
518 AM PDT SAT AUG 29 2009


...JIMENA INTENSIFIES RAPIDLY...NEAR HURRICANE STRENGTH...
RECENTLY RECEIVED GEOSTATIONARY AND MICROWAVE SATELLITE IMAGERY 
INDICATE THAT TROPICAL STORM JIMENA HAS RAPIDLY INTENSIFIED THIS
MORNING...AND MAY BE DEVELOPING AN EYE. MAXIMUM SUSTAINED WINDS
HAVE INCREASED TO NEAR 70 MPH...110 KM/HR. 

DETAILS WILL FOLLOW IN A SPECIAL ADVISORY THAT WILL BE ISSUED BY 600
AM PDT...1300 UTC.

FORECASTER BLAKE/BRENNAN 
 
NNNN"
Hurricane,Rick,2009-10-17T09:37:00Z,EP202009,"
ZCZC MIATCUEP5 ALL
TTAA00 KNHC DDHHMM
HURRICANE RICK TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   EP202009
237 AM PDT SAT OCT 17 2009
...RICK CONTINUES TO INTENSIFY...NOW A CATEGORY FOUR HURRICANE...

RECENTLY RECIEVED SATELLITE IMAGERY INDICATES THAT HURRICANE RICK
CONTINUES TO STRENGTHEN RAPIDLY. MAXIMUM SUSTAINED WINDS HAVE
INCREASED TO NEAR 130 MPH...215 KM/HR...MAKING RICK AN EXTREMELY
DANGEROUS CATEGORY FOUR HURRICANE ON THE SAFFIR-SIMPSON SCALE. 

DETAILS WILL FOLLOW IN A SPECIAL ADVISORY THAT WILL BE ISSUED BY 
315 AM PDT...1015 UTC.
 
$$
FORECASTER BRENNAN/CANGIALOSI
 
 
NNNN"
Hurricane,Rick,2009-10-17T22:10:00Z,EP202009,"
ZCZC MIATCUEP5 ALL
TTAA00 KNHC DDHHMM
HURRICANE RICK TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   EP202009
310 PM PDT SAT OCT 17 2009


...RICK BECOMES A CATEGORY FIVE HURRICANE...

SATELLITE IMAGERY INDICATES THAT RICK HAS BECOME A CATEGORY FIVE
HURRICANE ON THE SAFFIR-SIMPSON HURRICANE SCALE WITH MAXIMUM
SUSTAINED WINDS OF 160 MPH...260 KM/HR.
 
$$
FORECASTER AVILA/BERG
 
 
NNNN"
Tropical Depression,One,2010-06-26T03:25:00Z,AL012010,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION ONE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL012010
1125 PM EDT FRI JUN 25 2010

...NEW TROPICAL STORM WATCHES AND WARNINGS ISSUED FOR HONDURAS...

AT 1125 PM EDT...0325 UTC...THE GOVERNMENT OF HONDURAS HAS ISSUED A
TROPICAL STORM WARNING FOR THE ISLANDS OF ROATAN...GUANAJA...AND
UTILA. 

AT 1125 PM EDT...0325 UTC...THE GOVERNMENT OF HONDURAS HAS ISSUED A
TROPICAL STORM WATCH FOR THE COAST OF HONDURAS FROM LIMON WESTWARD
TO THE BORDER OF HONDURAS AND GUATEMALA. 

A TROPICAL STORM WARNING MEANS THAT TROPICAL STORM CONDITIONS ARE
EXPECTED SOMEWHERE WITHIN THE WARNING AREA...IN THIS CASE WITHIN 12
HOURS. 

A TROPICAL STORM WATCH MEANS THAT TROPICAL STORM CONDITIONS ARE
POSSIBLE WITHIN THE WATCH AREA...IN THIS CASE WITHIN 12 TO 24 HOURS. 

$$
FORECASTER BRENNAN/KIMBERLAIN
 
 
NNNN
"
Hurricane,Alex,2010-07-01T02:00:00Z,AL012010,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
HURRICANE ALEX TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL012010
900 PM CDT WED JUN 30 2010
...ALEX MAKES LANDFALL IN NORTHEASTERN MEXICO...

NATIONAL WEATHER SERVICE DOPPLER RADAR FROM BROWNSVILLE TEXAS AND
AIR FORCE RESERVE UNIT HURRICANE HUNTER OBSERVATIONS INDICATE THAT
THE EYE OF HURRICANE ALEX MADE LANDFALL AROUND 9 PM CDT...0200 UTC
ALONG THE COAST OF MEXICO IN THE MUNICIPALITY OF SOTO LA MARINA...
ABOUT 110 MI...180 KM SOUTH OF BROWNSVILLE.  MAXIMUM SUSTAINED
WINDS AT LANDFALL WERE ESTIMATED TO BE 105 MPH...165 KM/HR...A
CATEGORY TWO HURRICANE ON THE SAFFIR-SIMPSON HURRICANE WIND SCALE.  

SUMMARY OF 900 PM CDT...0200 UTC...INFORMATION
--------------------------------------------------
LOCATION...24.3N 97.7W
ABOUT 35 MI...55 KM N OF LA PESCA MEXICO
ABOUT 110 MI...180 KM S OF BROWNSVILLE TEXAS
MAXIMUM SUSTAINED WINDS...105 MPH...165 KM/HR
PRESENT MOVEMENT...W OR 260 DEGREES AT 10 MPH...17 KM/HR
MINIMUM CENTRAL PRESSURE...947 MB...27.96 INCHES
 
$$
FORECASTER PASCH/BERG
 
 
NNNN
"
Tropical Depression,Two,2010-07-08T15:15:00Z,AL022010,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION TWO TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL022010
1015 AM CDT THU JUL 08 2010
 
...DEPRESSION MAKES LANDFALL OVER EXTREME SOUTH TEXAS COAST...

SURFACE OBSERVATIONS AND WSR-88D RADAR DATA INDICATE THAT THE CENTER
OF TROPICAL DEPRESSION TWO HAS MADE LANDFALL NEAR THE SOUTHERN END
OF SOUTH PADRE ISLAND TEXAS.

SUMMARY OF 1015 AM CDT...1515 UTC...INFORMATION
--------------------------------------------------
LOCATION...26.2N 97.2W
ABOUT 25 MI...45 KM NE OF BROWNSVILLE TEXAS
MAXIMUM SUSTAINED WINDS...35 MPH...55 KM/HR
PRESENT MOVEMENT...NW OR 305 DEGREES AT 15 MPH...24 KM/HR
MINIMUM CENTRAL PRESSURE...1007 MB...29.74 INCHES
 
$$
FORECASTER PASCH/BERG
 
 
NNNN
"
Tropical Storm,Bonnie,2010-07-22T15:35:00Z,AL032010,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM BONNIE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL032010
1135 AM EDT THU JUL 22 2010

...BONNIE MAKES LANDFALL IN MIAMI-DADE COUNTY...
 
SURFACE...RADAR AND AIRCRAFT OBSERVATIONS INDICATE THAT AT 1100 AM
EDT...1500 UTC...THE CENTER OF TROPICAL STORM BONNIE MADE LANDFALL
IN MIAMI-DADE COUNTY NEAR CUTLER BAY WITH ESTIMATED WINDS OF 40
MPH...65 KM/HR. 
 
$$
FORECASTER AVILA/ROBERTS
 
 
NNNN
"
Tropical Depression,Three,2010-07-22T22:15:00Z,AL032010,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION THREE TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL032010
615 PM EDT THU JUL 22 2010
 
...DEPRESSION BECOMES TROPICAL STORM BONNIE...
 
DATA FROM AN AIR FORCE HURRICANE HUNTER RECONNAISSANCE AIRCRAFT
DURING THE PAST HOUR INDICATE THAT SURFACE WINDS ASSOCIATED WITH
THE DEPRESSION HAVE INCREASED TO 40 MPH...65 KM/HR...AND THAT THE
DEPRESSION HAS BECOME A TROPICAL STORM.

 
SUMMARY OF 615 PM EDT...2215 UTC...INFORMATION
--------------------------------------------------
LOCATION...22.9N 75.4W
ABOUT 200 MI...320 KM SE OF NASSAU
ABOUT 415 MI...670 KM ESE OF KEY WEST FLORIDA
MAXIMUM SUSTAINED WINDS...40 MPH...65 KM/HR
PRESENT MOVEMENT...NW OR 315 DEGREES AT 14 MPH...22 KM/HR
MINIMUM CENTRAL PRESSURE...1005 MB...29.68 INCHES
 
$$
FORECASTER KIMBERLAIN/BEVEN
 
 
NNNN
"
Tropical Storm,Bonnie,2010-07-22T22:15:00Z,AL032010,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM CCA
TROPICAL STORM BONNIE TROPICAL CYCLONE UPDATE...CORRECTED
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL032010
615 PM EDT THU JUL 22 2010

CORRECTED HEADER TO TROPICAL STORM BONNIE
 
...DEPRESSION BECOMES TROPICAL STORM BONNIE...
 
DATA FROM AN AIR FORCE HURRICANE HUNTER RECONNAISSANCE AIRCRAFT
DURING THE PAST HOUR INDICATE THAT SURFACE WINDS ASSOCIATED WITH
THE DEPRESSION HAVE INCREASED TO 40 MPH...65 KM/HR...AND THAT THE
DEPRESSION HAS BECOME A TROPICAL STORM.

 
SUMMARY OF 615 PM EDT...2215 UTC...INFORMATION
--------------------------------------------------
LOCATION...22.9N 75.4W
ABOUT 200 MI...320 KM SE OF NASSAU
ABOUT 415 MI...670 KM ESE OF KEY WEST FLORIDA
MAXIMUM SUSTAINED WINDS...40 MPH...65 KM/HR
PRESENT MOVEMENT...NW OR 315 DEGREES AT 14 MPH...22 KM/HR
MINIMUM CENTRAL PRESSURE...1005 MB...29.68 INCHES
 
$$
FORECASTER KIMBERLAIN/BEVEN
 
 
NNNN
"
