Status,Name,Adv,Date,Contents
Hurricane,Lester,19,1998-10-19T15:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  19
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT MON OCT 19 1998
 
THE DEEP CONVECTION ASSOCIATED WITH LESTER HAS MADE A COMEBACK
THIS MORNING WITH -80 DEG C TOPS NEAR/OVER THE CENTER.  DVORAK
CURRENT INTENSITY ESTIMATES FROM TAFB IS 90 KNOTS WHILE SAB AND
AFGW ARE 77 KNOTS.  THE INITIAL INTENSITY WILL BE HELD AT 85 KNOTS.
THE HURRICANE IS STILL EXPERIENCING EAST/NORTHEASTERLY SHEAR WHICH
IS INHIBITING THE OUTFLOW NORTH AND EAST OF THE CENTER.  AS
MENTIONED EARLIER THE UPPER-LEVEL FLOW MAY BECOME MORE CONDUCIVE
FOR STRENGTHENING AS THE SYSTEM MOVES WESTWARD...BUT GIVEN THE
UNCERTAINTIES...NO SIGNIFICANT CHANGE IN STRENGTH IS FORECAST...
CONSISTENT WITH THE PREVIOUS PACKAGE.
 
LESTER HAS CONTINUED TO MOVE ON A GENERAL WESTWARD HEADING AND THE
INITIAL MOTION ESTIMATE IS 270/9 KNOTS.  THE FIRST VISIBLE SATELLITE
IMAGES SUGGEST THE CENTER MAY BE SLIGHTLY NORTH OF THE 12Z FIXES
HOWEVER...WE WILL WAIT FOR A FEW MORE PICTURES BEFORE MAKING ANY 
ADJUSTMENT. THE MID-TROPOSPHERIC RIDGE NORTH OF THE HURRICANE SHOULD
KEEP IT ON A GENERAL WESTWARD COURSE FOR THE NEXT FEW DAYS WITH A
MORE WEST-NORTHWEST HEADING THEREAFTER AS LESTER APPROACHES A
WEAKNESS IN THE RIDGE. MOST OF THE TRACK MODEL GUIDANCE REFLECTS
THIS AND IS MORE TIGHTLY CLUSTERED THAN 6 HOURS AGO.  THE OFFICIAL
TRACK FORECAST IS VERY SIMILAR TO THE PREVIOUS ADVISORY AND IS IN
CLOSEST AGREEMENT WITH NOGAPS.
 
A HURRICANE WATCH REMAINS IN EFFECT FOR A PORTION OF THE SOUTHERN
COAST OF MEXICO.  THE WATCH WILL LIKELY BE DISCONTINUED LATER TODAY
AS THE HURRICANE SHOULD REMAIN WELL OFFSHORE.  HOWEVER...PORTIONS
OF THE SOUTHERN COAST OF MEXICO COULD EXPERIENCE SOME FRINGE EFFECTS
OF LESTER...NAMELY LOCALLY HEAVY RAINFALL AND SLIGHTLY ABOVE NORMAL
TIDES.
 
GUINEY
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     19/1500Z 14.4N 101.7W    85 KTS
12HR VT     20/0000Z 14.5N 103.0W    85 KTS
24HR VT     20/1200Z 14.7N 105.0W    85 KTS
36HR VT     21/0000Z 15.0N 106.7W    85 KTS
48HR VT     21/1200Z 15.5N 108.5W    85 KTS
72HR VT     22/1200Z 16.5N 111.5W    85 KTS
 
 
NNNN
"
Hurricane,Lester,20,1998-10-19T21:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  20
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT MON OCT 19 1998
 
LESTER CONTINUES TO UNDERGO EAST/NORTHEASTERLY VERTICAL WIND SHEAR
...ASSOCIATED WITH THE MID-TO UPPER LEVEL LOW CURRENTLY OVER
NORTHERN GUATEMALA....WHICH IS INHIBITING THE OUTFLOW NORTH AND EAST
OF THE CENTER. INDEED...PART OF THE LOW-LEVEL CIRCULATION IS EXPOSED
ON THE EAST SIDE OF THE CYCLONE.  THE INITIAL INTENSITY IS REDUCED
TO 80 KNOTS...IN GOOD AGREEMENT WITH DVORAK ESTIMATES.  THE GLOBAL
MODELS ARE FORECASTING THE MID-TO UPPER LEVEL LOW TO MOVE WESTWARD
INTO SOUTH CENTRAL MEXICO AND WEAKEN BY 48 HOURS.  THE STATISTICAL
HURRICANE INTENSITY PREDICTION SCHEME...SHIPS...ACTUALLY STRENGTHENS
LESTER SLIGHTLY...TO 90 KNOTS BY 24 HOURS.  DUE TO THE UNCERTAINTY
SURROUNDING THE FUTURE UPPER ENVIRONMENT...THE INTENSITY WILL BE
HELD AT 80 KNOTS UNTIL A SOLID TREND...UP OR DOWN...IS IDENTIFIED.
 
AS SUSPECTED EARLIER...AND CONFIRMED BY SATELLITE FIXES THROUGH
THE DAY...THE CENTER OF LESTER IS SLIGHTLY NORTH OF THE PREVIOUS
ESTIMATES.  THE INITIAL MOTION IS NOW 280/10 KNOTS. THE SYNOPTIC
REASONING BEHIND THE FORECAST TRACK REMAIN UNCHANGED FROM THE
PREVIOUS PACKAGE AS THE MID-TROPOSPHERIC RIDGE NORTH OF THE TROPICAL
CYCLONE SHOULD KEEP IT ON A GENERAL WESTWARD COURSE FOR THE NEXT
DAY OR SO WITH A MORE WEST-NORTHWEST HEADING THEREAFTER AS LESTER
NEARS THE WESTERN PERIPHERY OF THE RIDGE. THE OFFICIAL TRACK
FORECAST IS SLIGHTLY TO THE RIGHT OF THE PREVIOUS PACKAGE MOSTLY
DUE TO THE POSITION ADJUSTMENT.
 
THE GOVERNMENT OF MEXICO HAS DISCONTINUED THE HURRICANE WATCH FOR
THE SOUTHERN COAST OF MEXICO. THUS...THE LAST PUBLIC ADVISORY WILL
BE ISSUED WITH THIS PACKAGE UNLESS LESTER THREATENS LAND AGAIN.
 
GUINEY
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     19/2100Z 14.7N 102.9W    80 KTS
12HR VT     20/0600Z 14.9N 104.5W    80 KTS
24HR VT     20/1800Z 15.4N 106.5W    80 KTS
36HR VT     21/0600Z 16.0N 108.5W    80 KTS
48HR VT     21/1800Z 16.5N 110.0W    80 KTS
72HR VT     22/1800Z 17.5N 112.5W    80 KTS
 
 
NNNN
"
Hurricane,Lester,21,1998-10-20T03:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  21
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT MON OCT 19 1998
 
LESTER CONTINUES TO UNDERGO EAST/NORTHEASTERLY VERTICAL WIND SHEAR
...ASSOCIATED WITH THE MID-TO UPPER LEVEL LOW CURRENTLY OVER
NORTHERN GUATEMALA....WHICH IS INHIBITING THE OUTFLOW NORTH AND EAST
OF THE CENTER. HOWEVER...AS THE SHIPS INTENSITY MODEL INDICATED SOME
STRENGTHENING WAS LIKELY AND...LOW AND BEHOLD... DVORAK ESTIMATES
ARE BACK UP.  INITIAL INTENSITY IS SET AT 85 KTS AND INCREASED TO 90
KTS THROUGH REMAINDER OF FORECAST PERIOD PER SHIPS GUIDANCE.  
 
THE INITIAL MOTION IS NOW 285/08 KNOTS. MODEL GUIDANCE FALLS INTO
TWO SCENARIOS.  BAMD...LBAR...UKMET AND GFDL BEGIN RECURVATURE
AROUND 110 W UNDER THE INFLUENCE OF A MID-LATITUDE TROUGH. 
REMAINING MODELS MOVE THE SYSTEM WEST-NORTHWEST THROUGH 72 HOURS
UNDER INFLUENCE OF MID-TROPOSPHERIC RIDGE TO THE NORTH THAT IS NOT
MODIFIED BY MID-LATITUDE TROUGH.  FORECAST CALLS FOR GENERAL WEST TO
WEST-NORTHWEST COURSE FOR THE NEXT DAY OR SO WITH A GRADUAL TURN
TOWARD THE NORTHWEST.  THIS TRACK FORECAST IS SLIGHTLY TO THE RIGHT
OF THE PREVIOUS PACKAGE.
 
JARVINEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     20/0300Z 14.9N 103.4W    85 KTS
12HR VT     20/1200Z 15.2N 104.6W    90 KTS
24HR VT     21/0000Z 15.7N 106.4W    90 KTS
36HR VT     21/1200Z 16.4N 108.1W    90 KTS
48HR VT     22/0000Z 17.3N 109.8W    90 KTS
72HR VT     23/0000Z 18.6N 111.7W    90 KTS
 
 
NNNN
"
Hurricane,Lester,22,1998-10-20T09:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  22
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT TUE OCT 20 1998

THE HURRICANE HAS BECOME BETTER ORGANIZED WITH THE CENTER APPARENTLY
EMBEDDED WELL WITHIN AN AREA OF QUITE COLD CLOUD TOPS.  DVORAK
ANALYSES FROM TAFB AND SAB GIVE A CONSENSUS T5.0 WHICH IS EQUIVALENT
TO A CURRENT INTENSITY OF 90 KNOTS.  NO SIGNIFICANT CHANGE IN
STRENGTH IS ANTICIPATED FOR THE NEXT COUPLE OF DAYS.

AS NOTED EARLIER...THERE ARE 2 GENERAL TRACK FORECAST SCENARIOS. 
ONE IS A TURN TOWARD THE NORTH IN 2-3 DAYS AS SHOWN BY THE DEEP-
LAYER BAM...LBAR AND THE GFDL MODEL.  THE OTHER IS A CONTINUED WEST-
NORTHWESTWARD MOTION AS SHOWN BY THE SHALLOW- TO MEDIUM-LAYER BAM
AND THE STATISTICAL/DYNAMICAL MODEL.  THE LATTER SCENARIO ASSUMES
THAT THE HURRICANE WILL BE ESSENTIALLY UNAFFECTED BY A MID- TO
UPPER-LEVEL TROUGH CURRENTLY ALONG 115W-120W NORTH OF 20N.  THE NCEP
GLOBAL MODEL SHOWS THIS TROUGH GRADUALLY LIFTING OUT IN 48 TO 72
HOURS...WHICH WOULD ARGUE AGAINST A NORTHWARD TURN.  HOWEVER THE
NOGAPS MODEL DOES NOT LIFT THE TROUGH OUT QUITE AS MUCH.
REGARDLESS...THERE WILL PROBABLY BE ENOUGH OF A WEAKNESS IN THE
RIDGE NEAR 110W-115W SO THAT LESTER SHOULD TURN AT LEAST
NORTHWESTWARD IN THAT VICINITY.  THE OFFICIAL TRACK FORECAST FOR
THIS PACKAGE IS SHIFTED A LITTLE TO THE RIGHT OF THE PREVIOUS
ONE...AND IS ESSENTIALLY BETWEEN THE 2 AFOREMENTIONED SCENARIOS.

PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     20/0900Z 15.2N 104.3W    90 KTS
12HR VT     20/1800Z 15.7N 105.5W    90 KTS
24HR VT     21/0600Z 16.2N 107.0W    90 KTS
36HR VT     21/1800Z 17.0N 108.5W    90 KTS
48HR VT     22/0600Z 18.0N 109.5W    90 KTS
72HR VT     23/0600Z 20.0N 111.0W    80 KTS
 
NNNN
"
Hurricane,Lester,23,1998-10-20T15:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  23
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT TUE OCT 20 1998
 
AN EYE HAS BEEN SEEN INTERMITTENTLY OVER THE PAST FEW HOURS TOWARD
THE SOUTHERN SIDE OF A NEARLY CIRCULAR AREA OF STRONG CONVECTION.
DVORAK T-NUMBERS REMAIN AT 5.0 FROM TAFB AND SAB...AND THE ESTIMATE
OF WIND SPEED IS AGAIN 90 KT.
 
LESTER IS STILL MOVING TOWARD THE WNW BUT HAS ACCELERATED TO ABOUT
10 KT.  THE 00Z AVN SHOWED THE CUTOFF LOW OVER THE U.S. SOUTHWEST
DEVELOPING SOUTHWARD A LITTLE MORE BEFORE LIFTING OUT...AND SO DOES
THE 06Z RUN.  IN ITS WAKE...A LIGHT SOUTHWESTERLY CURRENT REMAINS AT
500 MB AND THIS SHOULD HELP INDUCE A GREATER NORTHWARD COMPONENT
WITH TIME.  THE TRACK FORECAST FOLLOWS THIS REASONING AND IS SIMILAR
TO THE PREVIOUS SEVERAL PREDICTIONS.  IT REMAINS BETWEEN THE TWO
FORECAST TRACK SCENARIOS DESCRIBED 6 HOURS AGO.
 
NO CHANGE HAS BEEN MADE TO THE INTENSITY FORECAST.

RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     20/1500Z 15.4N 105.6W    90 KTS
12HR VT     21/0000Z 15.9N 107.1W    90 KTS
24HR VT     21/1200Z 16.7N 108.9W    90 KTS
36HR VT     22/0000Z 17.7N 110.1W    90 KTS
48HR VT     22/1200Z 18.7N 111.1W    90 KTS
72HR VT     23/1200Z 21.0N 112.5W    80 KTS
 
 
NNNN
"
Hurricane,Lester,24,1998-10-20T21:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  24
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT TUE OCT 20 1998
 
LESTER CONTINUES MOVING TOWARD 285/10 KT.  THE FUTURE TRACK WILL
APPARENTLY BE CONTROLLED BY THE PROGRESS OF THE UPPER-LOW ALONG THE
WEST COAST AND A NARROW RIDGE FORECAST TO DEVELOP IN THE VICINITY OF
THE SOUTHERN BAJA CALIFORNIA PENINSULA WHEN THE LOW WEAKENS AND
LIFTS OUT TO THE NE.  IF LESTER PASSES 20N BY 48 HOURS...THEN
RECURVATURE WOULD BE POSSIBLE.  IF NOT...THEN THE DEVELOPING RIDGE
COULD TURN LESTER AWAY FROM LAND ONCE AGAIN.  THE GFDL AND SEVERAL
OTHER MODELS SEEM TO SHOW THIS SCENARIO WITH THEIR TRACKS BECOMING
NW OR NNW AND THEN TURNING BACK MORE TOWARD THE WEST AT THE END OF
THE PERIOD.  AS OF NOW...NONE OF THE TRACK MODELS SHOW LESTER
REACHING BAJA CALIFORNIA OR THE GULF OF CALIFORNIA.  THE NHC
FORECAST IS NEARLY IDENTICAL TO OUR TRACK OF 6 HOURS AGO.
 
LITTLE CHANGE IN STRUCTURE HAS OCCURRED TODAY WITH A PARTIALLY
FILLED EYE NOTED ON SATELLITE PICTURES.  DVORAK INTENSITY ESTIMATES
STILL SUPPORT A 90 KT INITIAL WIND SPEED.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     20/2100Z 15.8N 106.6W    90 KTS
12HR VT     21/0600Z 16.3N 108.1W    90 KTS
24HR VT     21/1800Z 17.2N 109.5W    90 KTS
36HR VT     22/0600Z 18.2N 110.7W    90 KTS
48HR VT     22/1800Z 19.2N 111.6W    85 KTS
72HR VT     23/1800Z 21.0N 113.0W    80 KTS
 
 
NNNN
"
Hurricane,Lester,25,1998-10-21T03:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  25
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT TUE OCT 20 1998

THE CLOUD PATTERN HAS NOT CHANGED SIGNIFICANTLY AND T-NUMBERS REMAIN
AROUND 5.0 ON THE DVORAK SCALE...SUPPORTING AN INITIAL WIND SPEED OF
90 KNOTS. SOME WEAKENING IS FORECAST BY THE END OF THE FORECAST
PERIOD AS INDICATED BY SHIFOR.

INITIAL MOTION IS 285/10.  MODELS CONTINUE TO BE DIVERGENT...WITH
TRACKS TOWARD THE SOUTHWEST AND TO THE NORTH.   AS INDICATED IN THE
PREVIOUS DISCUSSION...THE FUTURE TRACK OF LESTER IS CONTROLLED
INITIALLY...BY THE PROGRESS OF THE UPPER-LOW ALONG THE WEST COAST
AND THEN BY A NARROW RIDGE WHICH IS FORECAST TO DEVELOP IN THE
VICINITY OF THE SOUTHERN BAJA CALIFORNIA PENINSULA BY THE END OF THE
FORECAST PERIOD.  LESTER COULD BE PICKED UP BY THE TROUGH AND MOVE
MORE TO THE NORTH-NORTHWEST AS SUGGESTED BY THE GFDL OR IT COULD
TURN BACK TO THE WEST WHEN THE TROUGH MOVES OUT...AS INDICATED BY
NOGAPS.  WE ARE NOT MAKING ANY CHANGES AT THIS TIME AND THE OFFICIAL
FORECAST IS VERY CLOSE TO THE PREVIOUS ONE.

AVILA

FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/0300Z 16.0N 107.4W    90 KTS
12HR VT     21/1200Z 16.5N 109.0W    90 KTS
24HR VT     22/0000Z 17.5N 110.0W    90 KTS
36HR VT     22/1200Z 18.5N 111.0W    90 KTS
48HR VT     23/0000Z 19.5N 112.0W    85 KTS
72HR VT     24/0000Z 21.5N 113.5W    80 KTS
 
 
NNNN
"
Hurricane,Lester,26,1998-10-21T09:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  26
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT WED OCT 21 1998

LESTER APPEARS TO BE MAINTAINING ITS INTENSITY...WITH THE CENTER
EMBEDDED IN AN AREA OF CLOUD TOPS COLDER THAN -60 DEG CELSIUS. 
DVORAK ANALYSES FROM THE TROPICAL PREDICTION CENTER...THE SYNOPTIC
ANALYSIS BRANCH AND THE AIR FORCE GLOBAL WEATHER AGENCY GIVE A
CONSENSUS T5.0...I.E. 90 KNOTS.  GRADUAL WEAKENING IS EXPECTED TO
COMMENCE IN A DAY OR SO...AND THE OFFICIAL FORECAST WIND SPEEDS ARE
QUITE CLOSE TO THOSE GIVEN BY THE STATISTICAL HURRICANE INTENSITY
FORECAST SCHEME.  NEAR THE END OF THE PERIOD...INCREASED SHEAR COULD
CAUSE THE WEAKENING TO BE MORE RAPID THAN SHOWN HERE.

THE MOTION HAS SLOWED SLIGHTLY BUT IS STILL TOWARD THE WEST-
NORTHWEST.  THE TRACK PREDICTION GUIDANCE GENERALLY INDICATES A TURN
TOWARD THE NORTHWEST...IN RESPONSE TO A WEAKNESS IN THE SUBTROPICAL
RIDGE... WITH A TURN BACK TO THE WEST-NORTHWEST NEAR THE END OF THE
PERIOD...AS THE RIDGE BUILDS BACK IN TO THE NORTH OF THE TROPICAL
CYCLONE.  THE OFFICIAL FORECAST GOES ALONG WITH THIS IDEA...MORE OR
LESS.  OBVIOUSLY THERE IS STILL SOME CONCERN ABOUT A POSSIBLE
RECURVATURE...BUT AT THIS TIME THERE IS NO OBJECTIVE GUIDANCE TO
INDICATE THAT THIS WILL OCCUR.  

PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/0900Z 16.5N 107.9W    90 KTS
12HR VT     21/1800Z 17.0N 109.3W    90 KTS
24HR VT     22/0600Z 18.0N 110.5W    90 KTS
36HR VT     22/1800Z 19.0N 111.5W    85 KTS
48HR VT     23/0600Z 20.0N 112.5W    80 KTS
72HR VT     24/0600Z 21.0N 115.0W    70 KTS
 
NNNN
"
Hurricane,Lester,27,1998-10-21T15:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  27
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT WED OCT 21 1998
 
SOUTHWESTERLY WINDS ARE NOW SEEN AT CIRRUS LEVEL JUST UPSTREAM FROM
LESTER. THE CENTRAL PORTION OF THE CLOUD PATTERN HAS BECOME LESS
CIRCULAR...BUT AN EYE HAS REAPPEARED ON IR IMAGES AT 1400Z.   WHILE
DVORAK T-NUMBERS HAVE DECREASED TO 4.5 AT 1200Z...CI NUMBERS ARE
STILL 5.0...SO 90 KT WILL BE USED AS THE INITIAL WIND SPEED.
 
THE FORWARD MOTION APPEARS TO HAVE SLOWED...TO ABOUT 6 KT OVER THE
PAST 6 HOURS AND PERHAPS EVEN SLOWER OVER THE PAST COUPLE OF HOURS.
THIS DECELERATION COULD BE EVIDENCE OF LESTER NEARING THE WESTERN
EDGE OF THE RIDGE TO THE NE.  SOME ADDITIONAL NORTHWARD COMPONENT
COULD BE EXPERIENCED FOR THE NEXT DAY OR SO BEFORE ANOTHER RIDGE
DEVELOPS NEARER TO BAJA CALIFORNIA.  THAT FEATURE WOULD FORCE A MORE
WESTWARD MOTION AGAIN...AND MOST OF THE MODELS INDICATE A RATHER
SHARP BEND BACK TOWARD THE WEST BY 36 HOURS.  THE OFFICIAL FORECAST
FOLLOWS THESE TRENDS...BUT SHOWS A SMOOTHER TRACK THAN PROVIDED BY
THE TRACK GUIDANCE MODELS.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/1500Z 16.6N 108.3W    90 KTS
12HR VT     22/0000Z 17.1N 109.1W    90 KTS
24HR VT     22/1200Z 17.8N 110.0W    90 KTS
36HR VT     23/0000Z 18.3N 110.8W    85 KTS
48HR VT     23/1200Z 18.8N 111.9W    80 KTS
72HR VT     24/1200Z 19.5N 114.5W    70 KTS
 
 
NNNN
"
Hurricane,Lester,28,1998-10-21T21:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  28
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT WED OCT 21 1998
 
A THIN LAYER OF NORTHWESTERLY SHEAR IS NOTED BUT IT DOESNT SEEM TO
BE ADVERSELY AFFECTING LESTER AT THIS TIME.  THE EYE HAS PERSISTED
FOR THE PAST FEW HOURS AND T- AND CI-NUMBERS NOW MATCH AT 5.0...90
KT.  
 
THE HEADING IS 290/7 KT.  THE 12Z AVN AGAIN SHOWS A RIDGE DEVELOPING
TO THE NORTH OF LESTER...NEAR SOUTHERN BAJA CALIFORNIA...IN THE NEXT
COUPLE OF DAYS.  BY 72 HOURS A MORE PROMINENT HIGH IS SHOWN COVERING
MUCH OF THE OFFSHORE AREA TO THE NW OF THE HURRICANE.  THESE
FEATURES SHOULD RESULT IN A TURN TOWARD THE LEFT...AS INDICATED BY
MOST GUIDANCE MODELS.  NO THREAT TO LAND IS INDICATED AT THIS TIME.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     21/2100Z 16.8N 109.0W    90 KTS
12HR VT     22/0600Z 17.2N 109.8W    90 KTS
24HR VT     22/1800Z 17.6N 110.7W    90 KTS
36HR VT     23/0600Z 17.8N 111.4W    90 KTS
48HR VT     23/1800Z 18.1N 112.2W    85 KTS
72HR VT     24/1800Z 18.0N 114.0W    75 KTS
 
 
NNNN
"
Hurricane,Lester,29,1998-10-22T03:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  29
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT WED OCT 21 1998
 
LESTER HAS A WELL DEFINED EYE SURROUNDED BY VERY DEEP CONVECTION.
INITIAL INTENSITY REMAINS AN 90 KNOTS AND NO SIGNIFICANT CHANGE IN
STRENGTH IS INDICATED.

THE HURRICANE HAS BEEN NEARLY STATIONARY DURING THE PAST FEW HOURS.
HOWEVER...A RIDGE IS FORECAST TO BUILD TO THE NORTH OF LESTER IN DAY
OR TWO SO A SLOW WESTWARD TRACK SHOULD THEN BEGIN.  THIS IS
CONSISTENT WITH TRACK MODELS WHICH ALSO RESPOND TO THE BUILDING
RIDGE BY MOVING LESTER SLOWLY WESTWARD.   
 
AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/0300Z 16.7N 109.0W    90 KTS
12HR VT     22/1200Z 16.7N 109.0W    90 KTS
24HR VT     23/0000Z 16.7N 109.5W    90 KTS
36HR VT     23/1200Z 17.0N 110.5W    90 KTS
48HR VT     24/0000Z 17.0N 111.5W    85 KTS
72HR VT     25/0000Z 17.0N 113.5W    75 KTS
 
 
NNNN
"
Hurricane,Lester,30,1998-10-22T09:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  30
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT THU OCT 22 1998
 
THERE CONTINUES TO BE LITTLE NET MOTION...WITH THE EYE OF THE
HURRICANE JUST MEANDERING ABOUT.  ALTHOUGH STEERING CURRENTS HAVE
COLLAPSED AT THIS TIME...NUMERICAL GUIDANCE INDICATES THAT A MID-
TROPOSPHERIC RIDGE WILL GRADUALLY BUILD TO THE NORTH AND NORTHWEST
OF LESTER.  THUS A SLOW...GENERALLY WESTWARD...MOVEMENT IS FORECAST
TO BEGIN IN 12 TO 24 HOURS AND CONTINUE FOR THE REMAINDER OF THE
FORECAST PERIOD.
 
THE HURRICANE CONTINUES TO EXHIBIT A WELL-DEFINED EYE EMBEDDED IN AN
AREA OF CLOUD TOPS OF -60 TO -70 DEGREES CELSIUS.  DVORAK
CLASSIFICATIONS FROM THE TROPICAL PREDICTION CENTER GIVE AN
ESTIMATED CURRENT INTENSITY CLOSE TO 100 KNOTS.  NOT MUCH CHANGE IN
STRENGTH IS CALLED FOR UNTIL LATE IN THE PERIOD WHEN GRADUAL
WEAKENING IS FORECAST... MAINLY BASED ON CLIMATOLOGY.
 
PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/0900Z 16.8N 108.7W   100 KTS
12HR VT     22/1800Z 16.8N 108.7W   100 KTS
24HR VT     23/0600Z 16.6N 109.5W   100 KTS
36HR VT     23/1800Z 16.5N 110.5W   100 KTS
48HR VT     24/0600Z 16.5N 111.5W    90 KTS
72HR VT     25/0600Z 16.5N 113.5W    75 KTS
 
NNNN
"
Hurricane,Lester,31,1998-10-22T15:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  31
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT THU OCT 22 1998
 
LESTER REMAINS STATIONARY.  THE 06Z AVN AGAIN SHOWS RIDGING TO THE
NW OVER THE NEXT FEW DAYS.  THIS SHOULD STEER LESTER TOWARD THE
WEST...OR SOUTH OF WEST...BEGINNING DURING THIS FORECAST PERIOD.
 
THE HURRICANE HAD A DISTINCT EYE SURROUNDED BY A RING OF RATHER COLD
CLOUD TOPS UNTIL AN HOUR AGO...WHEN THE EYE BEGAN TO SHRIVEL. 
DVORAK T-NUMBERS FROM TAFB AND SAB ARE 5.5...OR ABOUT 100 KT...AS
SHOWN IN THE ADVISORY.  NO SIGNIFICANT CHANGE IN STRENGTH IS
FORECAST OVER THE NEXT FEW DAYS.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/1500Z 16.9N 108.9W   100 KTS
12HR VT     23/0000Z 16.9N 108.9W   100 KTS
24HR VT     23/1200Z 16.7N 109.4W   100 KTS
36HR VT     24/0000Z 16.5N 110.4W   100 KTS
48HR VT     24/1200Z 16.5N 111.6W    90 KTS
72HR VT     25/1200Z 16.5N 114.0W    80 KTS
 
 
NNNN
"
Hurricane,Lester,32,1998-10-22T21:00:00Z,"ZCZC MIATCDEP4 ALL
TTAA00 KNHC DDHHMM
HURRICANE LESTER DISCUSSION NUMBER  32
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT THU OCT 22 1998
 
LESTER HASNT MOVED TODAY.  IT IS POSSIBLE THAT UPWELLING IS STARTING
TO AFFECT THE SYSTEM.  WHILE THE EYE REMAINS APPARENT...THE INNER
CORE AREA JUST NORTH OF THE EYEWALL HAS DETERIORATED TODAY.  TAFB
AND SAB NOW HAVE 4.5/5.5 AS DVORAK T/CI NUMBERS.  UNLESS LESTER/S
DEEP CONVECTION REDEVELOPS...THE WIND SPEEDS COULD BE REDUCED ON THE
NEXT ADVISORY.

NO SIGNIFICANT CHANGES ARE SEEN FOR THE FUTURE TRACK.  A HIGH
DEVELOPING TO THE NORTHWEST IS STILL EXPECTED TO STEER LESTER SLOWLY
TOWARD THE WEST.  THIS IS INDICATED BY MOST OF THE TRACK GUIDANCE.
 
RAPPAPORT
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     22/2100Z 16.8N 109.0W   100 KTS
12HR VT     23/0600Z 16.8N 109.0W   100 KTS
24HR VT     23/1800Z 16.4N 109.9W   100 KTS
36HR VT     24/0600Z 16.3N 110.9W   100 KTS
48HR VT     24/1800Z 16.3N 112.1W    90 KTS
72HR VT     25/1800Z 16.5N 115.0W    80 KTS
 
 
NNNN
"
